center,target,opposite,center_label,target_label,opposite_label,target_dist,opposite_dist,self_emo_shift,self_time_dur,closest_time_dur,cosine_similarity,kl_divergence,earth_mover_dist
Ses01F_impro01_F012,Ses01F_impro01_F005,pad,ang,neu,pad,1,None,1,57.809999999999995,57.809999999999995,0.9794466495513916,0.025489704683423042,0.27056799829006195
Ses01F_impro01_F014,Ses01F_impro01_F012,Ses01F_impro01_M011,neu,ang,ang,2,1,1,12.620000000000005,10.739999999999995,0.21318691968917847,0.38803237676620483,0.34696105122566223
Ses01F_impro02_F003,Ses01F_impro02_F002,Ses01F_impro02_M001,neu,sad,sad,1,2,1,5.741599999999998,5.741599999999998,0.9247051477432251,0.09699927270412445,0.5067174881696701
Ses01F_impro02_F004,Ses01F_impro02_F003,Ses01F_impro02_M001,sad,neu,sad,1,3,1,15.032500000000006,15.032500000000006,0.8633618354797363,0.11881256103515625,0.5467381924390793
Ses01F_impro02_F006,Ses01F_impro02_F005,Ses01F_impro02_M001,neu,sad,sad,1,5,1,5.5049999999999955,5.5049999999999955,-0.008503943681716919,0.4835348427295685,0.3843566421419382
Ses01F_impro02_F008,Ses01F_impro02_F006,Ses01F_impro02_M005,sad,neu,sad,2,1,1,22.94810000000001,17.863100000000003,0.9552620649337769,0.04872353374958038,0.2825286667793989
Ses01F_impro02_M012,Ses01F_impro02_M011,Ses01F_impro02_F014,neu,sad,sad,2,1,1,13.150000000000006,8.0,0.9004763960838318,0.16872616112232208,0.5036289393901825
Ses01F_impro02_M013,Ses01F_impro02_M012,Ses01F_impro02_F015,sad,neu,sad,2,1,1,10.949999999999989,6.557899999999989,0.8815149068832397,0.2706299424171448,0.588576003909111
Ses01F_impro02_F016,Ses01F_impro02_F015,Ses01F_impro02_M013,neu,sad,sad,2,1,1,12.117899999999992,5.560000000000002,0.8956749439239502,0.021344922482967377,0.09562550485134125
Ses01F_impro02_F017,Ses01F_impro02_F016,Ses01F_impro02_M014,sad,neu,sad,2,1,1,5.820000000000022,4.475000000000023,0.6834089756011963,0.1542312204837799,0.3055760134011507
Ses01F_impro02_M015,Ses01F_impro02_M014,Ses01F_impro02_F017,neu,sad,sad,2,1,1,10.585000000000008,6.109999999999985,0.8265773057937622,0.1792580485343933,0.4844800475984812
Ses01F_impro02_F018,Ses01F_impro02_F017,Ses01F_impro02_M015,neu,sad,neu,2,1,1,6.719999999999999,0.6100000000000136,0.5633777379989624,0.3526776134967804,0.24323762580752373
Ses01F_impro02_F019,Ses01F_impro02_F018,Ses01F_impro02_M015,sad,neu,neu,1,2,1,6.75,6.75,0.6281235218048096,0.2257823944091797,0.5798416845500469
Ses01F_impro03_M003,Ses01F_impro03_M001,Ses01F_impro03_F002,hap,neu,hap,3,1,1,8.33,2.129999999999999,0.13841357827186584,0.9698612093925476,0.4713500067591667
Ses01F_impro03_M006,Ses01F_impro03_M003,Ses01F_impro03_F006,neu,hap,hap,4,1,1,19.32,5.879999999999999,-0.14084148406982422,1.9684009552001953,0.37398178689181805
Ses01F_impro03_M007,Ses01F_impro03_M006,Ses01F_impro03_F006,hap,neu,hap,1,2,1,3.467500000000001,3.467500000000001,0.5155061483383179,0.9325186610221863,0.20091828517615795
Ses01F_impro03_M008,Ses01F_impro03_M007,Ses01F_impro03_F008,neu,hap,hap,2,1,1,4.372500000000002,1.970000000000006,0.9779750108718872,0.024224117398262024,0.23253318667411804
Ses01F_impro03_M013,Ses01F_impro03_M011,Ses01F_impro03_F013,hap,neu,hap,3,1,1,12.722499999999997,4.912500000000001,0.11426855623722076,1.3957984447479248,0.46465756744146347
Ses01F_impro03_M016,Ses01F_impro03_M015,Ses01F_impro03_F016,neu,hap,hap,2,1,1,2.397500000000008,1.6825000000000045,0.7855715155601501,0.22427815198898315,0.482210673391819
Ses01F_impro03_F017,Ses01F_impro03_F016,Ses01F_impro03_M016,neu,hap,neu,2,1,1,3.0625,1.3799999999999955,0.7724184989929199,0.4391757547855377,0.7553880680352449
Ses01F_impro03_F021,Ses01F_impro03_F019,Ses01F_impro03_M019,hap,neu,neu,2,1,1,4.670000000000002,3.6299999999999955,-0.736369252204895,1.181350588798523,0.5069564748555422
Ses01F_impro03_F022,Ses01F_impro03_F021,Ses01F_impro03_M020,neu,hap,neu,2,1,1,7.027500000000003,2.7475000000000023,-0.3202110528945923,0.6522133350372314,0.4152081049978733
Ses01F_impro03_F024,Ses01F_impro03_F023,Ses01F_impro03_M021,hap,neu,neu,1,2,1,1.1599999999999966,1.1599999999999966,0.6663503646850586,0.2878815531730652,0.32562272250652313
Ses01F_impro03_M022,Ses01F_impro03_M021,Ses01F_impro03_F024,hap,neu,hap,3,1,1,3.6200000000000045,1.5100000000000051,0.2763415277004242,0.2879204750061035,0.6425484586507082
Ses01F_impro03_M024,Ses01F_impro03_M023,Ses01F_impro03_F026,neu,hap,hap,3,1,1,9.650000000000006,3.1700000000000017,0.6600589156150818,0.23436346650123596,0.37137216329574585
Ses01F_impro05_M001,Ses01F_impro05_M000,pad,hap,neu,pad,1,None,1,1.6,1.6,0.6878170371055603,0.5711114406585693,0.415359228849411
Ses01F_impro05_M003,Ses01F_impro05_M002,pad,neu,hap,pad,1,None,1,1.7200000000000006,1.7200000000000006,0.8333092927932739,0.3198325037956238,0.580497570335865
Ses01F_impro06_M001,Ses01F_impro06_M000,pad,neu,sad,pad,1,None,1,7.029999999999998,7.029999999999998,0.7906855940818787,0.2956348955631256,0.7033585757017136
Ses01F_impro06_M003,Ses01F_impro06_M002,Ses01F_impro06_F002,sad,neu,sad,2,1,1,3.849999999999998,2.8999999999999986,0.9288817048072815,0.07412583380937576,0.47674738615751266
Ses01F_impro06_F003,Ses01F_impro06_F002,Ses01F_impro06_M003,neu,sad,sad,2,1,1,8.380000000000003,5.480000000000004,0.909637451171875,0.06800632923841476,0.48111628741025925
Ses01F_impro06_F005,Ses01F_impro06_F004,Ses01F_impro06_M003,sad,neu,sad,1,3,1,3.532499999999999,3.532499999999999,0.9965226650238037,0.001391223631799221,0.0946703627705574
